Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[629]    0.0    0.00    0.00       4         std::iterator_traits<__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > >(__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > const&) [629]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<unsigned char, std::allocator<unsigned char> >::vector<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, void>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::allocator<unsigned char> const&) [245]
                0.00    0.00       2/4           std::iterator_traits<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >) [709]
[630]    0.0    0.00    0.00       4         std::iterator_traits<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [630]
-----------------------------------------------
                0.00    0.00       4/4           int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [700]
[631]    0.0    0.00    0.00       4         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [631]
                0.00    0.00       4/4           std::move_iterator<int*>::move_iterator(int*) [610]
-----------------------------------------------
                0.00    0.00       4/4           std::__uniq_ptr_impl<char, std::default_delete<char []> >::_M_deleter() [613]
[632]    0.0    0.00    0.00       4         std::tuple_element<1ul, std::tuple<char*, std::default_delete<char []> > >::type& std::get<1ul, char*, std::default_delete<char []> >(std::tuple<char*, std::default_delete<char []> >&) [632]
                0.00    0.00       4/4           std::default_delete<char []>& std::__get_helper<1ul, std::default_delete<char []>>(std::_Tuple_impl<1ul, std::default_delete<char []>>&) [626]
-----------------------------------------------
                0.00    0.00       4/4           std::move_iterator<int*>::move_iterator(int*) [610]
[633]    0.0    0.00    0.00       4         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [633]
-----------------------------------------------
                0.00    0.00       4/4           std::_Tuple_impl<0ul, char*, std::default_delete<char []> >::_Tuple_impl(std::_Tuple_impl<0ul, char*, std::default_delete<char []> >&&) [591]
[634]    0.0    0.00    0.00       4         std::remove_reference<std::_Tuple_impl<1ul, std::default_delete<char []> >&>::type&& std::move<std::_Tuple_impl<1ul, std::default_delete<char []> >&>(std::_Tuple_impl<1ul, std::default_delete<char []> >&) [634]
-----------------------------------------------
                0.00    0.00       4/4           std::__uniq_ptr_impl<char, std::default_delete<char []> >::__uniq_ptr_impl(std::__uniq_ptr_impl<char, std::default_delete<char []> >&&) [614]
[635]    0.0    0.00    0.00       4         std::remove_reference<std::tuple<char*, std::default_delete<char []> >&>::type&& std::move<std::tuple<char*, std::default_delete<char []> >&>(std::tuple<char*, std::default_delete<char []> >&) [635]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<std::vector<unsigned char, std::allocator<unsigned char> > > mnist::read_training_images<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)::{lambda()#1}>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)::{lambda()#1}) [22]
                0.00    0.00       1/4           std::vector<unsigned char> mnist::read_training_labels<std::vector, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) [165]
                0.00    0.00       1/4           std::vector<std::vector<unsigned char, std::allocator<unsigned char> > > mnist::read_test_images<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)::{lambda()#2}>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)::{lambda()#2}) [32]
                0.00    0.00       1/4           std::vector<unsigned char> mnist::read_test_labels<std::vector, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) [164]
[636]    0.0    0.00    0.00       4         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [636]
-----------------------------------------------
                0.00    0.00       3/3           Linear* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, Linear*>(__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, Linear*) [205]
[637]    0.0    0.00    0.00       3         bool __gnu_cxx::operator!=<Linear const*, std::vector<Linear, std::allocator<Linear> > >(__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > > const&, __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > > const&) [637]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >::base() const [551]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [715]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<int>::max_size() const [651]
[638]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::_M_max_size() const [638]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [720]
                0.00    0.00       2/3           void std::vector<int, std::allocator<int> >::_M_range_insert<int const*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const*, int const*, std::forward_iterator_tag) [248]
[639]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [639]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<Linear, std::allocator<Linear> >::~_Vector_base() [642]
[640]    0.0    0.00    0.00       3         std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::~_Vector_impl() [640]
                0.00    0.00       3/4           std::allocator<Linear>::~allocator() [581]
-----------------------------------------------
                0.00    0.00       1/3           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::_Vector_impl(std::allocator<Linear> const&) [730]
                0.00    0.00       2/3           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::_Vector_impl() [668]
[641]    0.0    0.00    0.00       3         std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl_data::_Vector_impl_data() [641]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<Linear, std::allocator<Linear> >::~vector() [18]
[642]    0.0    0.00    0.00       3         std::_Vector_base<Linear, std::allocator<Linear> >::~_Vector_base() [642]
                0.00    0.00       3/7           std::_Vector_base<Linear, std::allocator<Linear> >::_M_deallocate(Linear*, unsigned long) [548]
                0.00    0.00       3/3           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::~_Vector_impl() [640]
-----------------------------------------------
                0.00    0.00       1/3           int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [747]
                0.00    0.00       2/3           int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [691]
[643]    0.0    0.00    0.00       3         int* std::__niter_wrap<int*>(int* const&, int*) [643]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Linear>::allocator(std::allocator<Linear> const&) [663]
[644]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Linear>::new_allocator(__gnu_cxx::new_allocator<Linear> const&) [644]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Linear>::allocator() [664]
[645]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Linear>::new_allocator() [645]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Neuron>::allocator() [665]
[646]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Neuron>::new_allocator() [646]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<Linear, std::allocator<Linear> >::begin() const [725]
                0.00    0.00       1/2           std::vector<Linear, std::allocator<Linear> >::end() const [724]
[647]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >::__normal_iterator(Linear const* const&) [647]
-----------------------------------------------
                0.00    0.00       2/2           Linear* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, Linear*>(__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, Linear*) [205]
[648]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >::operator++() [648]
-----------------------------------------------
                0.00    0.00       2/2           std::iterator_traits<__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > >(__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >, __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >, std::random_access_iterator_tag) [685]
[649]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::difference_type __gnu_cxx::operator-<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >(__gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > > const&) [649]
                0.00    0.00       4/304016      __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> > const*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::base() const [295]
-----------------------------------------------
                0.00    0.00       2/2           std::iterator_traits<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, std::random_access_iterator_tag) [686]
[650]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [650]
                0.00    0.00       4/304020      __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [294]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [673]
[651]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::max_size() const [651]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<int>::_M_max_size() const [638]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Linear, std::allocator<Linear> >::back() [675]
[652]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Linear*, std::vector<Linear, std::allocator<Linear> > >::operator*() const [652]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Linear, std::allocator<Linear> >::back() [675]
[653]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Linear*, std::vector<Linear, std::allocator<Linear> > >::operator-(long) const [653]
                0.00    0.00       2/12          __gnu_cxx::__normal_iterator<Linear*, std::vector<Linear, std::allocator<Linear> > >::__normal_iterator(Linear* const&) [502]
-----------------------------------------------
                0.00    0.00       2/2           Linear* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, Linear*>(__gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >, Linear*) [205]
[654]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Linear const*, std::vector<Linear, std::allocator<Linear> > >::operator*() const [654]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [721]
[655]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [655]
-----------------------------------------------
                0.00    0.00       2/2           process_targets(std::vector<unsigned char, std::allocator<unsigned char> >, int) [94]
[656]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+(long) const [656]
                0.00    0.00       2/24006       __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char* const&) [380]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::initializer_list<int>) [249]
[657]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [657]
                0.00    0.00       2/5           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [558]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_move_assign(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >&&, std::integral_constant<bool, true>) [102]
[658]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::get_allocator() const [658]
                0.00    0.00       2/8           std::_Vector_base<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_get_Tp_allocator() const [525]
                0.00    0.00       2/16          std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::allocator(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > const&) [492]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> >::_M_move_assign(std::vector<unsigned char, std::allocator<unsigned char> >&&, std::integral_constant<bool, true>) [227]
[659]    0.0    0.00    0.00       2         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::get_allocator() const [659]
                0.00    0.00       2/152016      std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() const [323]
                0.00    0.00       2/514020      std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [285]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::max_size() const [241]
[660]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [660]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, std::initializer_list<int>) [249]
                0.00    0.00       1/2           std::initializer_list<int>::end() const [722]
[661]    0.0    0.00    0.00       2         std::initializer_list<int>::begin() const [661]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::reserve(unsigned long) [243]
[662]    0.0    0.00    0.00       2         std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::capacity() const [662]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator_traits<std::allocator<Linear> >::select_on_container_copy_construction(std::allocator<Linear> const&) [739]
                0.00    0.00       1/2           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::_Vector_impl(std::allocator<Linear> const&) [730]
[663]    0.0    0.00    0.00       2         std::allocator<Linear>::allocator(std::allocator<Linear> const&) [663]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Linear>::new_allocator(__gnu_cxx::new_allocator<Linear> const&) [644]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::_Vector_impl() [668]
[664]    0.0    0.00    0.00       2         std::allocator<Linear>::allocator() [664]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Linear>::new_allocator() [645]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_impl::_Vector_impl() [670]
[665]    0.0    0.00    0.00       2         std::allocator<Neuron>::allocator() [665]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Neuron>::new_allocator() [646]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [693]
[666]    0.0    0.00    0.00       2         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [666]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<int*>(int*, int*) [706]
[667]    0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [667]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_base() [669]
[668]    0.0    0.00    0.00       2         std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::_Vector_impl() [668]
                0.00    0.00       2/2           std::allocator<Linear>::allocator() [664]
                0.00    0.00       2/3           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl_data::_Vector_impl_data() [641]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Linear, std::allocator<Linear> >::vector() [676]
[669]    0.0    0.00    0.00       2         std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_base() [669]
                0.00    0.00       2/2           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_impl::_Vector_impl() [668]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_base() [671]
[670]    0.0    0.00    0.00       2         std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_impl::_Vector_impl() [670]
                0.00    0.00       2/2           std::allocator<Neuron>::allocator() [665]
                0.00    0.00       2/10          std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_impl_data::_Vector_impl_data() [514]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Neuron, std::allocator<Neuron> >::vector() [677]
[671]    0.0    0.00    0.00       2         std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_base() [671]
                0.00    0.00       2/2           std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_impl::_Vector_impl() [670]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [738]
                0.00    0.00       1/2           void std::vector<int, std::allocator<int> >::_M_range_insert<int const*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const*, int const*, std::forward_iterator_tag) [248]
[672]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [672]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [740]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [246]
[673]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [673]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::max_size() const [651]
-----------------------------------------------
                0.00    0.00       2/2           int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [698]
[674]    0.0    0.00    0.00       2         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [674]
                0.00    0.00       2/2           int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [701]
-----------------------------------------------
                0.00    0.00       2/2           Linear& std::vector<Linear, std::allocator<Linear> >::emplace_back<Linear>(Linear&&) [188]
[675]    0.0    0.00    0.00       2         std::vector<Linear, std::allocator<Linear> >::back() [675]
                0.00    0.00       2/6           std::vector<Linear, std::allocator<Linear> >::end() [554]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<Linear*, std::vector<Linear, std::allocator<Linear> > >::operator-(long) const [653]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<Linear*, std::vector<Linear, std::allocator<Linear> > >::operator*() const [652]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           Net::Net() [712]
[676]    0.0    0.00    0.00       2         std::vector<Linear, std::allocator<Linear> >::vector() [676]
                0.00    0.00       2/2           std::_Vector_base<Linear, std::allocator<Linear> >::_Vector_base() [669]
-----------------------------------------------
                0.00    0.00       2/2           Linear::Linear(int, int) [112]
[677]    0.0    0.00    0.00       2         std::vector<Neuron, std::allocator<Neuron> >::vector() [677]
                0.00    0.00       2/2           std::_Vector_base<Neuron, std::allocator<Neuron> >::_Vector_base() [671]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::reserve(unsigned long) [243]
[678]    0.0    0.00    0.00       2         std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_relocate(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&) [678]
                0.00    0.00       2/2           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_do_relocate(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&, std::integral_constant<bool, true>) [679]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_relocate(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&) [678]
[679]    0.0    0.00    0.00       2         std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_S_do_relocate(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&, std::integral_constant<bool, true>) [679]
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> >* std::__relocate_a<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >*, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&) [689]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::_M_move_assign(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >&&, std::integral_constant<bool, true>) [102]
